TREAT,AGE,EDUC,MARR,EARNINGS
0,23,12,1,26599.1
0,22,14,1,23200.3
0,27,12,1,23052.5
0,29,12,1,19949.3
0,26,16,1,28815.7
0,43,12,1,19210.4
0,48,12,1,0
0,37,12,1,44331.8
0,40,12,1,31032.3
0,31,16,1,23348.1
0,28,16,1,44331.8
0,29,12,1,20688.2
0,19,12,1,19210.4
0,26,12,1,26599.1
0,27,13,1,16255
0,28,12,1,21722.6
0,28,12,1,0
0,42,16,1,41376.3
0,25,12,1,25558.8
0,31,12,1,35465.4
0,46,17,0,24787.4
0,26,12,1,21279.3
0,36,14,1,0
0,42,12,1,12232.6
0,31,14,1,19653.8
0,31,14,1,19653.8
0,39,12,1,15049.2
0,25,16,1,26229.6
0,33,16,1,22018.1
0,28,14,1,28446.2
0,27,12,0,23348.1
0,44,12,1,20963
0,24,12,1,27485.7
0,42,16,1,22165.9
0,25,14,0,17437.2
0,29,12,1,44331.8
0,25,15,0,39012
0,31,13,1,31032.3
0,32,13,1,7388.63
0,40,12,1,32586.8
0,40,12,1,32586.8
0,41,12,1,25310.5
0,24,12,1,22165.9
0,25,12,1,22461.4
0,52,12,1,20688.2
0,26,17,1,35465.4
0,28,16,1,22165.9
0,26,15,1,23643.6
0,31,13,1,29554.5
0,27,16,1,88663.6
0,27,12,1,24530.3
0,24,14,0,12412.9
0,33,12,1,20688.2
0,26,12,1,22165.9
0,20,12,1,16993.9
0,28,12,1,32510
0,53,16,1,19930.1
0,24,16,1,42854.1
0,27,17,1,28520.1
0,25,17,1,22904.8
0,40,12,1,17732.7
0,24,12,1,29554.5
0,42,12,1,0
0,30,12,1,33987.7
0,24,14,1,0
0,21,12,1,56892.5
0,18,12,1,26599.1
0,28,14,1,31032.3
0,35,13,1,14777.3
0,27,13,1,36943.2
0,22,14,1,22284.1
0,24,12,1,25121.4
0,25,12,1,23643.6
0,26,15,1,23643.6
0,35,17,1,36943.2
0,46,12,0,29554.5
0,37,17,0,22165.9
0,43,12,1,29338.8
0,43,12,1,29338.8
0,32,12,1,29554.5
0,30,12,1,29554.5
0,28,16,1,32510
0,23,13,1,21279.3
0,23,12,1,20688.2
0,31,12,1,25121.4
0,43,12,1,22165.9
0,43,12,1,22165.9
0,30,12,1,23348.1
0,23,12,1,24884.9
0,26,12,1,21982.7
0,22,12,1,17732.7
0,33,12,0,13299.5
0,35,12,1,22535.3
0,40,12,1,21279.3
0,33,16,1,26599.1
0,52,15,1,17437.2
0,20,12,1,17732.7
0,27,12,1,32657.8
0,31,16,1,17732.7
0,23,12,1,16255
0,24,16,0,16993.9
0,22,12,1,23643.6
0,25,16,1,25712.4
0,44,12,1,15368.4
0,24,13,1,22313.7
0,33,12,1,25015
0,27,15,1,23643.6
0,38,12,1,16286
0,45,14,1,17732.7
0,24,16,1,31032.3
0,21,12,1,17732.7
0,27,16,1,17720.9
0,26,13,1,23643.6
0,50,16,0,23643.6
0,26,16,1,25564.7
0,23,13,1,31032.3
0,23,12,1,0
0,23,12,1,25121.4
0,33,17,0,1539.79
0,46,12,1,20431
0,28,12,1,29554.5
0,22,14,1,17289.4
0,26,12,1,24627.8
0,25,16,1,33396.6
0,29,14,1,23052.5
0,27,12,0,23643.6
0,27,16,1,0
0,26,13,1,18471.6
0,23,12,1,16993.9
0,26,12,1,13299.5
0,37,12,1,16993.9
0,26,16,1,26599.1
0,27,12,1,22165.9
0,42,12,1,19210.4
0,24,12,1,23052.5
0,24,12,1,18323.8
0,27,16,1,18471.6
0,43,12,1,26155.8
0,27,12,1,19506
0,33,12,0,17502.2
0,23,14,1,28076.8
0,26,12,1,24973.6
0,23,12,0,32953.3
0,37,12,1,23052.5
0,26,14,1,28076.8
0,35,14,1,22424.5
0,47,17,1,35465.4
0,31,12,1,16255
0,21,12,1,28224.6
0,27,16,1,25860.2
0,40,12,1,17289.4
0,33,12,1,20688.2
0,33,12,1,20688.2
0,21,13,1,27337.9
0,26,16,1,18471.6
0,49,13,1,17732.7
0,26,16,1,28076.8
0,26,16,1,20983.7
0,54,12,1,23643.6
0,25,14,1,9974.65
0,28,13,1,22452.6
0,21,12,0,26599.1
0,28,12,1,20688.2
0,28,12,0,16240.2
0,22,12,1,20688.2
0,43,12,1,28076.8
0,43,12,1,28076.8
0,31,13,1,23643.6
0,23,12,1,4433.18
0,24,12,1,11526.3
0,55,14,1,2068.82
0,22,12,1,23643.6
0,45,12,1,19949.3
0,24,12,1,32510
0,24,12,1,19949.3
0,34,14,1,8866.36
0,33,12,1,15811.7
0,22,12,1,14777.3
0,55,16,1,22165.9
0,29,14,1,19699.6
0,25,15,1,18619.4
0,26,12,1,25121.4
0,28,16,1,22165.9
0,53,12,1,19210.4
0,20,12,1,28815.7
0,24,12,1,22165.9
0,34,12,1,0
0,23,12,1,23643.6
0,24,12,1,16255
0,30,16,1,15516.1
0,23,12,1,21427
0,20,15,1,18471.6
0,26,14,1,14771.4
0,27,16,1,22165.9
0,26,14,1,24530.3
0,29,12,1,33544.4
0,46,13,1,14777.3
0,45,12,1,18176
0,26,14,1,38716.4
0,23,15,1,25514.4
0,24,12,1,23080.6
0,21,14,0,35465.4
0,51,12,1,17732.7
0,24,12,1,25121.4
0,30,12,1,18978.4
0,21,12,1,0
0,28,14,0,1921.04
0,26,16,1,29554.5
0,26,12,0,2955.45
0,27,15,0,23643.6
0,22,16,0,37682
0,22,12,1,26008
0,34,12,1,16255
0,26,12,1,17732.7
0,21,12,0,19210.4
0,30,14,1,0
0,55,12,1,16255
0,24,17,1,20688.2
0,29,17,1,17732.7
0,38,14,1,19506
0,28,16,1,17437.2
0,23,15,1,16993.9
0,25,12,1,17732.7
0,26,13,0,8866.36
0,20,12,0,19653.8
0,23,16,1,18471.6
0,26,16,1,40637.5
0,34,12,1,20688.2
0,30,12,1,19949.3
0,44,12,1,17289.4
0,30,12,0,15146.7
0,24,12,1,21870.4
0,28,12,1,0
0,21,12,1,11969.6
0,22,12,0,2955.45
0,21,12,1,28815.7
0,23,16,1,20688.2
0,25,14,1,18471.6
0,31,12,1,17732.7
0,23,12,1,25564.7
0,36,17,0,29584.1
0,43,12,1,14777.3
0,21,12,1,14481.7
0,21,13,1,14777.3
0,36,12,1,17444.6
0,22,13,1,35465.4
0,29,12,1,10196.3
0,32,13,1,22018.1
0,37,16,0,29259
0,54,12,1,0
0,54,12,1,0
0,26,16,1,29554.5
0,27,14,0,27337.9
0,22,12,1,31771.1
0,23,16,0,26599.1
0,28,16,1,28815.7
0,41,12,1,32510
0,20,14,0,26599.1
0,26,17,1,19210.4
0,28,14,1,16255
0,26,12,1,35022.1
0,21,13,1,25121.4
0,25,16,1,19062.7
0,43,12,1,13831.5
0,24,12,1,17732.7
0,27,16,1,22165.9
0,40,12,1,16255
0,40,12,1,16255
0,32,12,1,13299.5
0,25,14,1,20702.9
0,29,17,1,25860.2
0,28,15,1,15959.4
0,33,14,1,13890.6
0,26,12,1,0
0,49,16,1,17732.7
0,27,12,1,19210.4
0,22,12,0,20688.2
0,22,12,0,28963.4
0,37,12,1,28076.8
0,37,12,1,28076.8
0,21,13,0,1733.37
0,46,12,1,20688.2
0,27,17,0,41376.3
0,24,16,0,19210.4
0,25,12,1,31327.8
0,53,17,1,15663.9
0,29,12,0,12615.4
0,22,12,1,14186.2
0,22,12,1,21870.4
0,25,12,1,25121.4
0,28,13,1,14038.4
0,50,12,1,13151.8
0,50,12,1,13151.8
0,24,13,1,32510
0,28,15,1,13986.7
0,26,12,1,0
0,24,12,1,27963
0,20,12,1,31032.3
0,23,16,1,25121.4
0,22,16,1,2955.45
0,23,16,1,29554.5
0,27,12,1,37829.8
0,22,12,1,21870.4
0,24,16,1,27337.9
0,20,12,1,26599.1
0,22,13,1,0
0,28,12,1,0
0,21,12,1,23643.6
0,27,12,1,19210.4
0,23,13,1,20688.2
0,26,16,1,20688.2
0,37,13,1,17732.7
0,41,12,1,26599.1
0,51,12,1,17732.7
0,23,12,1,19210.4
0,44,12,1,14579.3
0,34,12,1,10048.5
0,24,12,1,7388.63
0,23,12,1,0
0,21,12,0,22165.9
0,33,14,1,17732.7
0,23,16,0,2955.45
0,24,16,1,37829.8
0,23,12,1,14777.3
0,27,12,1,15072.8
0,24,12,0,19210.4
0,22,12,1,16218
0,29,12,1,19210.4
0,20,12,1,19653.8
0,21,14,1,591.091
0,26,17,1,29554.5
0,23,16,0,31623.3
0,45,17,1,6649.77
0,45,14,1,30145.6
0,45,14,1,30145.6
0,33,12,1,26081.9
0,24,12,1,16255
0,23,12,1,24205.2
0,27,14,1,13447.3
0,35,12,0,26599.1
0,23,12,0,22165.9
0,28,12,1,19210.4
0,24,12,1,17732.7
0,28,17,1,6827.1
0,30,12,1,2563.86
0,31,12,1,14777.3
0,23,12,0,15959.4
0,25,16,0,0
0,21,12,1,14038.4
0,26,12,1,22904.8
0,47,12,1,12560.7
0,42,13,1,33987.7
0,27,12,1,13246.3
0,24,12,1,21035.4
0,30,14,1,14777.3
0,28,12,1,10935.2
0,23,14,0,14777.3
0,29,16,1,17732.7
0,25,12,1,14777.3
0,20,12,1,17289.4
0,29,17,1,0
0,19,12,1,24382.5
0,26,12,1,12687.8
0,27,17,1,29554.5
0,22,12,1,13595.1
0,24,12,1,41571.4
0,25,17,1,36943.2
0,26,12,1,22165.9
0,20,12,1,14777.3
0,28,12,1,16255
0,26,17,1,26599.1
0,19,13,1,28815.7
0,54,12,1,19343.4
0,31,14,1,29850.1
0,31,14,1,29850.1
0,22,12,0,21131.5
0,26,12,1,14925
0,23,17,0,28076.8
0,22,13,0,17732.7
0,28,16,1,23495.9
0,22,12,1,14369.4
0,49,16,1,12560.7
0,27,14,1,25179
0,25,16,1,21427
0,23,14,1,14186.2
0,46,12,1,11230.7
0,27,12,1,26599.1
0,33,12,1,24382.5
0,27,12,1,20142.9
0,36,12,1,13299.5
0,22,12,1,13151.8
0,25,14,1,14777.3
0,31,16,1,5390.75
0,45,12,1,16822.4
0,38,14,0,7388.63
0,38,14,1,0
0,19,12,0,16255
0,24,16,1,31032.3
0,28,16,1,20688.2
0,22,12,1,18102.2
0,26,12,1,17732.7
0,26,12,1,20688.2
0,23,12,1,14186.2
0,30,12,1,26599.1
0,23,13,1,16255
0,25,17,1,28963.4
0,28,12,1,0
0,28,12,1,0
0,23,14,1,25121.4
0,21,12,0,10048.5
0,24,12,1,13742.9
0,21,12,1,6649.77
0,21,12,1,12560.7
0,53,12,1,5172.04
0,28,16,0,0
0,43,12,1,295.545
0,23,12,1,17732.7
0,49,12,0,0
0,34,12,1,11821.8
0,38,16,1,17732.7
0,44,12,1,27781.3
0,37,12,1,8866.36
0,27,12,1,4137.63
0,21,12,0,13299.5
0,22,12,1,13299.5
0,29,12,1,26599.1
0,19,12,1,24338.2
0,41,12,1,12412.9
0,46,12,1,17732.7
0,23,16,0,20924.6
0,23,12,1,31032.3
0,24,12,0,20132.5
0,26,17,1,35465.4
0,25,13,1,18966.6
0,18,12,0,21427
0,28,14,1,0
0,29,12,1,25860.2
0,34,12,1,14186.2
0,32,17,0,0
0,23,12,1,16993.9
0,23,12,1,11821.8
0,21,12,1,12117.4
0,34,17,0,5910.91
0,23,16,1,11821.8
0,25,17,1,49430
0,23,12,1,9221.01
0,49,12,1,6537.46
0,35,12,1,11821.8
0,22,12,0,19949.3
0,47,12,1,11283.9
0,22,12,0,14777.3
0,21,13,0,20688.2
0,24,17,0,36943.2
0,20,12,1,10713.5
0,26,14,1,20688.2
0,24,13,1,11526.3
0,32,12,1,11821.8
0,20,12,1,29259
0,19,12,1,20688.2
0,21,13,1,28787.6
0,25,12,1,25121.4
0,50,12,1,13299.5
0,27,12,1,14038.4
0,23,13,1,23643.6
0,26,12,1,13299.5
0,21,12,1,10512.5
0,23,12,0,16846.1
0,35,12,1,11821.8
0,34,12,1,23475.2
0,23,12,1,11821.8
0,24,17,1,22904.8
0,20,13,0,8275.27
0,24,12,1,2216.59
0,46,12,1,10376.6
0,19,12,1,11526.3
0,31,17,1,39817.3
0,21,12,1,17732.7
0,23,12,1,10416.5
0,27,12,1,0
0,21,13,1,28224.6
0,25,12,1,26599.1
0,18,12,0,22165.9
0,22,12,1,19653.8
0,22,12,1,15486.6
0,21,12,1,18096.2
0,25,12,0,15811.7
0,29,12,1,14481.7
0,21,16,0,27337.9
0,26,12,1,11969.6
0,19,12,1,11963.7
0,29,13,0,0
0,20,13,0,2216.59
0,42,12,1,15516.1
0,22,16,1,16255
0,27,14,0,16255
0,19,12,1,13299.5
0,23,12,1,12058.2
0,22,12,0,17732.7
0,24,12,0,5910.91
0,28,12,1,15663.9
0,33,13,0,16255
0,37,15,1,11821.8
0,27,16,0,0
0,22,13,0,16255
0,21,13,1,11082.9
0,21,12,1,0
0,26,13,0,9605.22
0,27,15,1,18471.6
0,54,12,1,0
0,26,12,1,2955.45
0,28,15,1,9161.9
0,27,16,1,25121.4
0,29,17,1,8866.36
0,21,14,1,17141.6
0,19,13,0,17732.7
0,23,16,1,22165.9
0,22,13,0,17363.3
0,30,12,1,3251
0,25,14,0,0
0,28,14,1,13742.9
0,21,12,1,25121.4
0,23,17,1,0
0,26,12,0,10344.1
0,27,14,1,26008
0,20,13,1,27337.9
0,26,14,1,31032.3
0,21,16,1,16993.9
0,25,17,1,30101.3
0,24,16,1,33987.7
0,47,12,1,5319.82
0,36,16,0,5319.82
0,20,12,1,15244.2
0,28,12,1,9014.13
0,21,12,1,7388.63
0,25,17,0,5030.18
0,30,17,1,5172.04
0,24,16,0,17732.7
0,21,14,1,17141.6
0,23,17,0,33987.7
0,52,12,1,0
0,20,12,0,0
0,29,16,1,23643.6
0,26,17,1,26599.1
0,27,15,1,0
0,25,16,1,0
0,21,14,1,23052.5
0,42,16,0,16255
0,30,17,1,22476.2
0,20,12,1,4433.18
0,26,17,0,9457.45
0,22,12,1,39898.6
0,27,15,1,19210.4
0,27,12,1,1090.56
0,29,17,1,24382.5
0,27,12,1,5910.91
0,23,15,1,9974.65
0,18,12,1,20688.2
0,26,17,1,23643.6
0,19,14,0,0
0,39,12,1,11821.8
0,43,14,1,6992.6
0,22,15,1,25860.2
0,19,12,1,0
0,22,16,0,25860.2
0,24,13,0,14777.3
0,33,12,1,2770.74
0,23,13,1,11378.5
0,22,15,0,5024.27
0,27,16,1,21427
0,30,12,1,1477.73
0,21,15,0,4137.63
0,22,15,1,22165.9
0,53,16,1,2955.45
0,53,13,1,4728.73
0,53,13,1,4728.73
0,21,14,0,11082.9
0,27,16,1,4363.73
0,24,17,1,24825.8
0,48,16,1,1152.63
0,48,16,1,1152.63
0,19,12,1,26599.1
0,29,17,1,0
0,26,15,0,3251
0,35,15,1,0
0,22,13,0,2305.25
0,32,16,1,18609
0,44,12,1,81275
0,32,17,1,39898.6
0,43,17,1,41376.3
0,30,14,1,22165.9
0,37,14,1,0
0,39,12,1,31032.3
0,29,16,1,23643.6
0,35,12,1,29554.5
0,31,13,1,39898.6
0,29,17,1,36898.8
0,53,15,1,28076.8
0,22,16,0,32510
0,52,12,1,22165.9
0,31,12,1,20688.2
0,29,15,0,22313.7
0,43,17,1,29554.5
0,35,16,1,17732.7
0,47,14,1,22165.9
0,34,12,1,63542.2
0,34,12,1,63542.2
0,31,12,1,0
0,45,17,1,17732.7
0,45,17,1,17732.7
0,45,17,1,17732.7
0,27,13,1,29554.5
0,36,12,1,0
0,28,16,1,36943.2
0,27,12,1,20688.2
0,18,12,1,19210.4
0,20,12,1,0
0,55,12,1,10344.1
0,27,17,0,7388.63
0,25,12,1,26599.1
0,27,16,1,0
0,23,14,0,5319.82
0,21,15,0,14777.3
0,23,16,1,0
0,21,13,0,2659.91
0,26,12,1,0
0,21,14,0,3657.37
0,50,12,1,0
0,50,14,1,0
0,34,12,1,0
0,54,13,1,0
0,54,13,1,0
0,55,14,1,0
0,39,12,1,0
0,51,12,1,0
0,27,17,1,0
0,37,13,1,0
0,38,12,1,0
0,54,12,1,0
0,44,12,1,0
0,48,17,1,0
0,54,16,1,0
0,37,12,1,0
0,54,12,1,0
0,43,17,1,36943.2
0,26,14,1,0
0,54,12,1,0
0,54,12,1,0
0,29,14,1,0
0,54,13,1,0
0,42,13,1,0
0,42,13,1,0
0,42,13,1,0
0,41,13,1,0
0,48,16,1,0
0,48,16,1,0
0,32,12,1,0
0,39,13,1,0
0,29,16,1,8396.44
0,46,12,1,0
0,46,12,1,0
0,46,12,1,0
0,43,12,1,0
0,42,12,1,0
0,48,12,1,0
0,47,14,1,0
0,27,17,1,0
0,37,17,1,66497.7
0,35,16,1,0
0,45,12,1,22165.9
0,37,12,1,0
0,37,12,1,0
0,27,16,1,0
0,30,12,1,0
0,42,16,1,0
0,30,17,1,0
0,28,17,1,0
0,44,13,1,0
0,31,12,1,0
0,33,12,1,0
0,37,13,1,0
0,45,16,1,0
0,48,12,1,12930.1
0,50,17,0,0
0,26,14,0,0
0,41,13,1,0
0,48,12,1,0
0,27,13,1,28076.8
0,31,12,1,0
0,40,17,1,0
0,39,17,1,8866.36
0,31,14,1,0
0,34,12,1,0
0,32,16,1,0
0,26,17,1,11821.8
0,39,15,1,1921.04
0,49,12,1,13299.5
0,26,16,0,9014.13
0,53,17,1,0
0,46,12,0,0
0,44,12,1,0
0,30,17,0,0
0,21,12,0,0
0,30,16,1,0
0,52,15,1,0
0,52,12,1,0
0,55,13,1,0
0,34,16,1,11821.8
0,55,14,1,0
0,49,14,1,0
0,44,12,1,0
0,47,12,1,0
0,55,12,1,0
0,54,12,1,0
0,44,12,0,0
0,47,12,0,0
0,48,8,1,30569.7
0,48,8,1,30569.7
0,41,8,1,42263
0,52,8,1,44147.1
0,51,8,1,1182.18
0,55,2,1,28076.8
0,51,8,1,25121.4
0,55,7,1,31918.9
0,55,7,1,31918.9
0,42,5,1,23643.6
0,42,6,1,20688.2
0,51,11,1,26008
0,32,10,1,38125.3
0,19,11,0,9457.45
0,47,10,1,0
0,47,10,1,0
0,36,11,0,45809.5
0,37,11,1,13063.1
0,45,9,1,36943.2
0,46,9,1,41376.3
0,49,6,1,32510
0,48,10,1,29554.5
0,48,10,1,29554.5
0,39,8,1,28076.8
0,41,7,1,14777.3
0,51,10,1,24382.5
0,51,10,1,26894.6
0,35,9,1,26599.1
0,26,8,1,23643.6
0,40,10,0,20688.2
0,44,3,1,26599.1
0,46,8,1,11390.3
0,52,7,0,25121.4
0,35,9,1,20392.6
0,44,11,1,29554.5
0,44,11,1,29554.5
0,50,8,1,31032.3
0,51,8,1,23643.6
0,36,7,1,13299.5
0,52,8,0,7093.09
0,33,10,1,18471.6
0,49,4,1,22165.9
0,30,10,1,121174
0,54,9,0,33987.7
0,22,10,1,31032.3
0,33,8,1,27485.7
0,41,10,1,25121.4
0,48,6,1,17732.7
0,34,10,1,18471.6
0,44,10,1,25068.2
0,44,10,1,25068.2
0,38,9,1,16255
0,50,7,1,17732.7
0,40,11,1,19210.4
0,53,10,1,13299.5
0,55,6,1,14777.3
0,43,6,1,20688.2
0,30,11,1,22165.9
0,25,5,1,28076.8
0,44,6,1,5615.36
0,28,11,1,7130.03
0,20,7,1,14777.3
0,33,9,1,19210.4
0,34,11,1,14777.3
0,24,11,0,31032.3
0,27,8,1,31032.3
0,36,10,1,22165.9
0,46,3,1,19949.3
0,36,11,1,26599.1
0,41,10,1,21427
0,44,11,1,19210.4
0,46,11,1,13326.1
0,44,5,1,19210.4
0,40,2,1,8866.36
0,36,10,0,17732.7
0,44,8,1,19210.4
0,25,11,1,26599.1
0,50,9,1,16255
0,43,11,1,17732.7
0,43,11,1,17732.7
0,23,9,1,14777.3
0,42,8,0,0
0,31,9,0,11326.8
0,33,11,1,14753.6
0,55,8,1,16255
0,23,11,1,8866.36
0,25,7,0,11821.8
0,35,10,0,16846.1
0,31,11,1,14777.3
0,47,8,1,17732.7
0,47,8,1,17732.7
0,47,6,1,14260.1
0,48,8,1,5172.04
0,48,8,1,5172.04
0,53,4,1,0
0,30,7,1,13151.8
0,51,8,1,0
0,41,7,1,11082.9
0,35,11,1,0
0,54,2,1,18096.2
0,35,10,1,23643.6
0,53,6,1,9974.65
0,37,9,1,19210.4
0,34,10,0,25121.4
0,23,11,1,8866.36
0,25,11,0,13890.6
0,31,11,0,7093.09
0,19,11,0,0
0,31,8,1,19605
0,53,8,1,12921.2
0,53,9,1,14186.2
0,39,6,1,28076.8
0,36,7,1,19210.4
0,42,11,0,11821.8
0,23,11,1,17732.7
0,25,11,1,7107.86
0,41,10,0,11821.8
0,55,3,1,10344.1
0,24,10,1,11821.8
0,53,5,1,11082.9
0,33,10,0,16905.2
0,50,7,1,16255
0,46,10,1,15522
0,30,10,0,2364.36
0,26,11,1,11082.9
0,50,7,1,16255
0,50,7,1,16255
0,48,6,0,10604.2
0,46,8,1,0
0,44,9,1,12435.1
0,40,10,1,17732.7
0,36,11,1,12811.9
0,21,9,0,8866.36
0,31,11,1,16255
0,50,6,1,0
0,31,6,0,5910.91
0,53,6,1,13299.5
0,25,10,1,14777.3
0,22,11,1,13299.5
0,48,5,1,13323.2
0,34,10,1,9900.77
0,54,3,1,11821.8
0,44,7,1,14147.8
0,54,4,0,11821.8
0,53,4,1,10344.1
0,47,11,1,0
0,28,10,1,10639.6
0,43,8,1,12930.1
0,43,8,1,12930.1
0,39,10,0,25248.4
0,47,11,1,14260.1
0,42,8,1,11821.8
0,29,10,1,8866.36
0,35,11,1,0
0,28,9,1,11821.8
0,25,9,0,6649.77
0,23,11,1,10048.5
0,34,11,0,15516.1
0,33,6,1,9788.46
0,22,9,1,9079.15
0,26,6,1,7979.72
0,22,11,0,9605.22
0,22,11,0,7675.31
0,27,11,1,7684.18
0,48,10,1,14895.5
0,44,7,1,1078.74
0,31,9,1,5910.91
0,30,9,1,16255
0,47,6,1,0
0,49,10,1,5319.82
0,49,10,1,5319.82
0,53,7,1,15926.9
0,53,7,1,15926.9
0,34,8,1,19210.4
0,39,9,1,11821.8
0,39,9,1,11821.8
0,28,7,1,8127.5
0,29,10,1,11501.1
0,50,11,0,14777.3
0,37,11,1,13299.5
0,37,11,1,13299.5
0,40,5,1,0
0,32,10,0,0
0,41,10,1,9753
0,39,11,1,7260.07
0,23,11,1,10344.1
0,32,11,0,886.636
0,39,5,1,19210.4
0,24,11,1,13299.5
0,47,4,0,5910.91
0,46,9,0,8866.36
0,34,9,1,10344.1
0,44,5,1,8866.36
0,20,10,1,7388.63
0,49,5,1,0
0,52,5,1,0
0,40,7,1,9221.01
0,22,10,1,13299.5
0,50,5,1,9266.82
0,26,10,1,17732.7
0,30,11,1,17882
0,24,10,1,8955.02
0,24,8,1,16255
0,50,8,1,9102.8
0,49,7,0,8969.8
0,40,7,1,11821.8
0,40,8,1,7184.71
0,26,10,1,7388.63
0,29,10,1,51.7204
0,29,10,1,23643.6
0,41,5,1,8689.03
0,40,9,1,8866.36
0,54,6,1,0
0,21,11,1,8570.81
0,27,7,1,5910.91
0,49,5,1,11993.2
0,34,9,1,12037.6
0,45,6,1,9605.22
0,45,9,1,8866.36
0,28,9,1,8718.59
0,42,5,1,14777.3
0,42,5,1,14777.3
0,27,11,1,7388.63
0,22,11,1,3694.32
0,42,10,0,0
0,29,10,1,5910.91
0,52,5,1,2216.59
0,52,5,1,2216.59
0,36,6,0,4433.18
0,41,4,0,5910.91
0,35,11,1,7388.63
0,35,11,1,7388.63
0,25,7,1,8866.36
0,41,3,1,9497.35
0,33,11,1,0
0,45,8,1,9408.69
0,20,10,1,9457.45
0,26,8,1,1994.93
0,33,8,1,9169.29
0,49,5,0,12560.7
0,32,11,1,930.968
0,27,8,0,7388.63
0,31,9,1,10196.3
0,34,7,1,14777.3
0,22,8,1,857.081
0,52,4,1,22165.9
0,28,7,1,1477.73
0,18,11,0,9457.45
0,43,7,1,295.545
0,25,9,1,12560.7
0,40,5,1,22165.9
0,55,3,1,4137.63
0,24,9,0,13299.5
0,38,10,1,0
0,46,6,0,7873.33
0,26,8,1,7093.09
0,50,10,1,0
0,30,6,1,0
0,22,11,0,8866.36
0,19,11,1,11348.9
0,24,11,1,1329.95
0,44,11,0,0
0,24,8,1,8127.5
0,47,6,1,13481.3
0,25,10,1,4947.43
0,19,10,0,2364.36
0,22,11,1,14570.4
0,50,9,1,6383.78
0,38,9,1,11245.5
0,25,11,0,0
0,39,5,1,14629.5
0,39,5,1,14629.5
0,39,5,1,14629.5
0,41,8,1,5910.91
0,23,10,0,6649.77
0,44,11,1,2955.45
0,35,10,1,7802.4
0,35,10,1,7802.4
0,35,10,1,7802.4
0,30,6,1,4433.18
0,43,10,1,0
0,38,3,1,17732.7
0,38,3,1,17732.7
0,50,10,1,0
0,19,6,0,0
0,24,10,0,7447.74
0,22,9,0,13299.5
0,40,4,0,1034.41
0,20,8,0,1226.51
0,25,10,0,11437.6
0,22,11,0,879.247
0,29,10,0,0
0,30,9,0,16809.1
0,20,8,0,1018.15
0,41,8,1,7388.63
0,41,8,1,7388.63
0,21,10,0,8275.27
0,35,9,0,5910.91
0,19,11,0,0
0,23,10,0,0
0,31,6,0,16059.9
0,29,11,1,23643.6
0,52,7,0,0
0,52,6,1,1477.73
0,43,3,1,0
0,21,11,0,5615.36
0,21,8,0,2305.25
0,49,4,1,0
0,54,4,1,0
0,43,9,1,0
0,52,10,1,0
0,23,11,0,0
0,23,11,0,0
0,25,11,0,3694.32
0,54,10,1,0
0,54,10,1,0
0,23,9,0,218.704
0,45,9,1,0
0,45,9,1,0
0,53,8,1,0
0,55,8,1,0
0,45,7,1,11821.8
0,41,6,1,0
0,46,6,1,0
0,51,5,0,0
0,51,4,1,0
0,53,4,0,0
0,54,3,1,0
0,54,3,1,0
0,54,3,1,0
0,54,3,0,221.659
0,48,17,1,59109.1
0,29,17,1,39603.1
0,30,12,1,26599.1
0,36,12,1,31032.3
0,38,12,1,27190.2
0,29,13,1,38420.9
0,28,12,1,34726.6
0,53,12,1,35465.4
0,25,14,1,33101.1
0,38,12,1,36943.2
0,38,12,1,19210.4
0,25,14,1,25121.4
0,28,12,1,25121.4
0,32,13,1,46891.2
0,33,17,1,17732.7
0,41,16,1,22165.9
0,41,16,1,22165.9
0,41,16,1,22165.9
0,28,12,1,39898.6
0,44,16,1,23495.9
0,28,15,1,30828.3
0,30,12,1,48247.8
0,35,15,1,19062.7
0,35,15,1,19062.7
0,47,14,1,36647.6
0,37,12,1,44331.8
0,46,12,1,22165.9
0,37,12,1,19210.4
0,37,12,1,19210.4
0,50,12,1,25121.4
0,29,12,0,31032.3
0,29,16,1,29554.5
0,26,13,1,58653.9
0,27,13,1,24973.6
0,30,14,1,20688.2
0,55,17,1,17806.6
0,26,16,1,32510
0,40,12,1,38420.9
0,44,12,1,22609.2
0,21,12,1,20688.2
0,48,12,1,36943.2
0,24,12,1,33839.9
0,26,17,0,20392.6
0,31,15,0,25860.2
0,27,12,1,31032.3
0,43,12,1,29554.5
0,45,12,1,27898
0,45,12,1,27898
0,32,16,1,30145.6
0,43,12,1,25121.4
0,27,15,0,29554.5
0,32,12,1,31771.1
0,35,12,1,26599.1
0,28,12,0,26599.1
0,26,12,1,29554.5
0,27,12,1,22609.2
0,43,13,1,39898.6
0,43,12,1,35465.4
0,26,14,1,26643.4
0,35,13,1,25121.4
0,45,12,1,28076.8
0,47,12,1,17732.7
0,51,12,1,25121.4
0,47,14,1,23974.6
0,33,12,1,36943.2
0,26,12,1,31623.3
0,42,12,0,22165.9
0,37,17,1,76841.8
0,37,17,1,76841.8
0,43,12,1,13559.6
0,28,16,1,22018.1
0,33,12,1,23643.6
0,31,12,1,27781.3
0,24,12,0,29554.5
0,29,12,1,23643.6
0,25,12,1,29554.5
0,30,17,1,33248.8
0,26,14,1,36943.2
0,24,14,1,18767.1
0,35,13,1,26423.2
0,41,12,1,21427
